STATE|STATEFP|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT|COUNTIES
AL|01|43648|02406027|Littleville town|INCORPORATED PLACE|C1|A|Colbert County
AL|01|43720|02404942|Livingston city|INCORPORATED PLACE|C1|A|Sumter County
AL|01|43744|02406032|Loachapoka town|INCORPORATED PLACE|C1|A|Lee County
AL|01|43816|02406033|Lockhart town|INCORPORATED PLACE|C1|A|Covington County
AL|01|43888|02406036|Locust Fork town|INCORPORATED PLACE|C1|A|Blount County
AL|01|44160|02582685|Lookout Mountain CDP|CENSUS DESIGNATED PLACE|U2|S|Etowah County
AL|01|44344|02406049|Louisville town|INCORPORATED PLACE|C1|A|Barbour County
AL|01|44536|02406051|Lowndesboro town|INCORPORATED PLACE|C1|A|Lowndes County
AL|01|44608|02406055|Loxley town|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|44728|02404977|Luverne city|INCORPORATED PLACE|C1|A|Crenshaw County
AL|01|44800|02406065|Lynn town|INCORPORATED PLACE|C1|A|Winston County
AL|01|45040|02805892|McCalla CDP|CENSUS DESIGNATED PLACE|U1|S|Jefferson County
AL|01|45208|02403268|McDonald Chapel CDP|CENSUS DESIGNATED PLACE|U1|S|Jefferson County
AL|01|45316|02633142|Macedonia CDP|CENSUS DESIGNATED PLACE|U1|S|Pickens County
AL|01|45472|02406131|McIntosh town|INCORPORATED PLACE|C1|A|Washington County
AL|01|45496|02406134|McKenzie town|INCORPORATED PLACE|C1|A|Butler County~~~Conecuh County
AL|01|45640|02406137|McMullen town|INCORPORATED PLACE|C1|A|Pickens County
AL|01|45784|02404989|Madison city|INCORPORATED PLACE|C1|A|Limestone County~~~Madison County
AL|01|45904|02406075|Madrid town|INCORPORATED PLACE|C1|A|Houston County
AL|01|46072|02406080|Magnolia Springs town|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|46192|02628597|Malcolm CDP|CENSUS DESIGNATED PLACE|U1|S|Washington County
AL|01|46264|02406084|Malvern town|INCORPORATED PLACE|C1|A|Geneva County
AL|01|46504|02406093|Maplesville town|INCORPORATED PLACE|C1|A|Chilton County
AL|01|46600|02582686|Marbury CDP|CENSUS DESIGNATED PLACE|U1|S|Autauga County
AL|01|46696|02406094|Margaret town|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|46768|02405020|Marion city|INCORPORATED PLACE|C1|A|Perry County
AL|01|47728|02406119|Maytown town|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|47740|02403273|Meadowbrook CDP|CENSUS DESIGNATED PLACE|U1|S|Shelby County
AL|01|47848|02628598|Megargel CDP|CENSUS DESIGNATED PLACE|U1|S|Monroe County
AL|01|48052|02406145|Memphis town|INCORPORATED PLACE|C1|A|Pickens County
AL|01|48064|02406147|Mentone town|INCORPORATED PLACE|C1|A|DeKalb County
AL|01|48112|02403279|Meridianville CDP|CENSUS DESIGNATED PLACE|U1|S|Madison County
AL|01|48376|02404254|Midfield city|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|48400|02406160|Midland City town|INCORPORATED PLACE|C1|A|Dale County
AL|01|48424|02406161|Midway town|INCORPORATED PLACE|C1|A|Bullock County
AL|01|48616|02403291|Mignon CDP|CENSUS DESIGNATED PLACE|U1|S|Talladega County
AL|01|48712|02404261|Millbrook city|INCORPORATED PLACE|C1|A|Autauga County~~~Elmore County
AL|01|48784|02582687|Millerville CDP|CENSUS DESIGNATED PLACE|U1|S|Clay County
AL|01|48808|02406164|Millport town|INCORPORATED PLACE|C1|A|Lamar County
AL|01|48832|02406165|Millry town|INCORPORATED PLACE|C1|A|Washington County
AL|01|49072|02403295|Minor CDP|CENSUS DESIGNATED PLACE|U1|S|Jefferson County
AL|01|50000|02404278|Mobile city|INCORPORATED PLACE|C1|A|Mobile County
AL|01|50192|02404285|Monroeville city|INCORPORATED PLACE|C1|A|Monroe County
AL|01|50312|02404287|Montevallo city|INCORPORATED PLACE|C1|A|Shelby County
AL|01|51000|02404289|Montgomery city|INCORPORATED PLACE|C1|A|Montgomery County
AL|01|51096|02404295|Moody city|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|51216|02403306|Moores Mill CDP|CENSUS DESIGNATED PLACE|U1|S|Madison County
AL|01|51264|02406188|Mooresville town|INCORPORATED PLACE|C1|A|Limestone County
AL|01|51456|02406195|Morris town|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|51469|02582688|Morrison Crossroads CDP|CENSUS DESIGNATED PLACE|U2|S|Randolph County
AL|01|51520|02406201|Mosses town|INCORPORATED PLACE|C1|A|Lowndes County
AL|01|51600|02404314|Moulton city|INCORPORATED PLACE|C1|A|Lawrence County
AL|01|51648|02406202|Moundville town|INCORPORATED PLACE|C1|A|Hale County~~~Tuscaloosa County
AL|01|51696|02404329|Mountain Brook city|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|52320|02582689|Mount Olive CDP|CENSUS DESIGNATED PLACE|U1|S|Coosa County
AL|01|52344|02403310|Mount Olive CDP|CENSUS DESIGNATED PLACE|U1|S|Jefferson County
AL|01|52608|02406213|Mount Vernon town|INCORPORATED PLACE|C1|A|Mobile County
AL|01|52680|02628599|Movico CDP|CENSUS DESIGNATED PLACE|U1|S|Mobile County
AL|01|52776|02406218|Mulga town|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|52848|02424936|Munford town|INCORPORATED PLACE|C1|A|Talladega County
AL|01|53016|02404345|Muscle Shoals city|INCORPORATED PLACE|C1|A|Colbert County
AL|01|53112|02406222|Myrtlewood town|INCORPORATED PLACE|C1|A|Marengo County
AL|01|53208|02628600|Nanafalia CDP|CENSUS DESIGNATED PLACE|U1|S|Marengo County
AL|01|53232|02582690|Nances Creek CDP|CENSUS DESIGNATED PLACE|U1|S|Calhoun County
AL|01|53256|02406224|Napier Field town|INCORPORATED PLACE|C1|A|Dale County
AL|01|53376|02406966|Natural Bridge town|INCORPORATED PLACE|C1|A|Winston County
AL|01|53400|02406967|Nauvoo town|INCORPORATED PLACE|C1|A|Walker County~~~Winston County
AL|01|53448|02406969|Nectar town|INCORPORATED PLACE|C1|A|Blount County
AL|01|53472|02406970|Needham town|INCORPORATED PLACE|C1|A|Choctaw County
AL|01|53784|02406982|Newbern town|INCORPORATED PLACE|C1|A|Hale County
AL|01|53856|02406973|New Brockton town|INCORPORATED PLACE|C1|A|Coffee County
AL|01|54168|02404361|New Hope city|INCORPORATED PLACE|C1|A|Madison County
AL|01|54312|02403332|New Market CDP|CENSUS DESIGNATED PLACE|U1|S|Madison County
AL|01|54432|02406980|New Site town|INCORPORATED PLACE|C1|A|Tallapoosa County
AL|01|54480|02406989|Newton town|INCORPORATED PLACE|C1|A|Dale County
AL|01|54582|02582691|New Union CDP|CENSUS DESIGNATED PLACE|U2|S|Etowah County
AL|01|54600|02406991|Newville town|INCORPORATED PLACE|C1|A|Henry County
AL|01|54696|02805891|Nixburg CDP|CENSUS DESIGNATED PLACE|U1|S|Coosa County
AL|01|55044|02407004|North Courtland town|INCORPORATED PLACE|C1|A|Lawrence County
AL|01|55152|02407006|North Johns town|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|55200|02404400|Northport city|INCORPORATED PLACE|C1|A|Tuscaloosa County
AL|01|55440|02407012|Notasulga town|INCORPORATED PLACE|C1|A|Lee County~~~Macon County
AL|01|55752|02407015|Oak Grove town|INCORPORATED PLACE|C1|A|Talladega County
AL|01|55848|02407019|Oak Hill town|INCORPORATED PLACE|C1|A|Wilcox County
AL|01|55992|02407028|Oakman town|INCORPORATED PLACE|C1|A|Walker County
AL|01|56400|02407036|Odenville city|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|56472|02407037|Ohatchee town|INCORPORATED PLACE|C1|A|Calhoun County
AL|01|57000|02404433|Oneonta city|INCORPORATED PLACE|C1|A|Blount County
AL|01|57024|02407049|Onycha town|INCORPORATED PLACE|C1|A|Covington County
AL|01|57048|02404435|Opelika city|INCORPORATED PLACE|C1|A|Lee County
AL|01|57120|02404437|Opp city|INCORPORATED PLACE|C1|A|Covington County
AL|01|57144|02404439|Orange Beach city|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|57240|02407056|Orrville town|INCORPORATED PLACE|C1|A|Dallas County
AL|01|57384|02582692|Our Town CDP|CENSUS DESIGNATED PLACE|U1|S|Tallapoosa County
AL|01|57504|02407060|Owens Cross Roads town|INCORPORATED PLACE|C1|A|Madison County
AL|01|57576|02404451|Oxford city|INCORPORATED PLACE|C1|A|Calhoun County~~~Talladega County
AL|01|57648|02404456|Ozark city|INCORPORATED PLACE|C1|A|Dale County
AL|01|57696|02407066|Paint Rock town|INCORPORATED PLACE|C1|A|Jackson County
AL|01|57912|02628601|Panola CDP|CENSUS DESIGNATED PLACE|U1|S|Sumter County
AL|01|58272|02407076|Parrish town|INCORPORATED PLACE|C1|A|Walker County
AL|01|58680|02805895|Pea Ridge CDP|CENSUS DESIGNATED PLACE|U1|S|Shelby County
AL|01|58848|02404497|Pelham city|INCORPORATED PLACE|C1|A|Shelby County
AL|01|58896|02404499|Pell City city|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|58968|02407098|Pennington town|INCORPORATED PLACE|C1|A|Choctaw County
AL|01|59016|02582693|Penton CDP|CENSUS DESIGNATED PLACE|U1|S|Chambers County
AL|01|59064|02633316|Perdido CDP|CENSUS DESIGNATED PLACE|U1|S|Baldwin County
AL|01|59088|02560543|Perdido Beach town|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|59232|02628602|Peterman CDP|CENSUS DESIGNATED PLACE|U1|S|Monroe County
AL|01|59328|02407104|Petrey town|INCORPORATED PLACE|C1|A|Crenshaw County
AL|01|59472|02404510|Phenix City city|INCORPORATED PLACE|C1|A|Lee County~~~Russell County
AL|01|59496|02407105|Phil Campbell town|INCORPORATED PLACE|C1|A|Franklin County
AL|01|59592|02407107|Pickensville town|INCORPORATED PLACE|C1|A|Pickens County
AL|01|59640|02404515|Piedmont city|INCORPORATED PLACE|C1|A|Calhoun County~~~Cherokee County
AL|01|59760|02407109|Pike Road town|INCORPORATED PLACE|C1|A|Montgomery County
AL|01|59832|02407112|Pinckard town|INCORPORATED PLACE|C1|A|Dale County
AL|01|59880|02407114|Pine Apple town|INCORPORATED PLACE|C1|A|Wilcox County
AL|01|60240|02407115|Pine Hill town|INCORPORATED PLACE|C1|A|Wilcox County
AL|01|60264|02582694|Pine Level CDP|CENSUS DESIGNATED PLACE|U1|S|Autauga County
AL|01|60372|02407119|Pine Ridge town|INCORPORATED PLACE|C1|A|DeKalb County
AL|01|60648|02424931|Pinson city|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|60720|02407128|Pisgah town|INCORPORATED PLACE|C1|A|Jackson County
AL|01|61008|02404538|Pleasant Grove city|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|61038|02407134|Pleasant Groves town|INCORPORATED PLACE|C1|A|Jackson County
AL|01|61488|02403433|Point Clear CDP|CENSUS DESIGNATED PLACE|U1|S|Baldwin County
AL|01|61536|02407141|Pollard town|INCORPORATED PLACE|C1|A|Escambia County
AL|01|62075|02407153|Powell town|INCORPORATED PLACE|C1|A|DeKalb County
AL|01|62328|02404568|Prattville city|INCORPORATED PLACE|C1|A|Autauga County~~~Elmore County
AL|01|62472|02407160|Priceville town|INCORPORATED PLACE|C1|A|Morgan County
AL|01|62496|02404573|Prichard city|INCORPORATED PLACE|C1|A|Mobile County
AL|01|62688|02407165|Providence town|INCORPORATED PLACE|C1|A|Marengo County
AL|01|62952|02628603|Putnam CDP|CENSUS DESIGNATED PLACE|U1|S|Marengo County
AL|01|63216|02407169|Ragland town|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|63288|02404588|Rainbow City city|INCORPORATED PLACE|C1|A|Etowah County
AL|01|63336|02404589|Rainsville city|INCORPORATED PLACE|C1|A|DeKalb County
AL|01|63408|02407173|Ranburne town|INCORPORATED PLACE|C1|A|Cleburne County
AL|01|63495|02582695|Ray CDP|CENSUS DESIGNATED PLACE|U1|S|Coosa County
AL|01|63576|02404601|Red Bay city|INCORPORATED PLACE|C1|A|Franklin County
AL|01|63730|02582696|Redland CDP|CENSUS DESIGNATED PLACE|U1|S|Elmore County
AL|01|63768|02407185|Red Level town|INCORPORATED PLACE|C1|A|Covington County
AL|01|63912|02403466|Redstone Arsenal CDP|CENSUS DESIGNATED PLACE|M2|S|Madison County
AL|01|63984|02407191|Reece City town|INCORPORATED PLACE|C1|A|Etowah County
AL|01|64040|02582697|Reeltown CDP|CENSUS DESIGNATED PLACE|U1|S|Tallapoosa County
AL|01|64104|02407194|Reform town|INCORPORATED PLACE|C1|A|Pickens County
AL|01|64152|02407196|Rehobeth town|INCORPORATED PLACE|C1|A|Houston County
AL|01|64248|02804648|Remlap CDP|CENSUS DESIGNATED PLACE|U1|S|Blount County
AL|01|64368|02407200|Repton town|INCORPORATED PLACE|C1|A|Conecuh County
AL|01|64656|02407216|Ridgeville town|INCORPORATED PLACE|C1|A|Etowah County
AL|01|64776|02407223|River Falls town|INCORPORATED PLACE|C1|A|Covington County
AL|01|64920|02407224|Riverside city|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|65016|02407226|Riverview town|INCORPORATED PLACE|C1|A|Escambia County
AL|01|65040|02404627|Roanoke city|INCORPORATED PLACE|C1|A|Randolph County
AL|01|65208|02404632|Robertsdale city|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|65412|02403485|Rock Creek CDP|CENSUS DESIGNATED PLACE|U1|S|Jefferson County
AL|01|65472|02407230|Rockford town|INCORPORATED PLACE|C1|A|Coosa County
AL|01|65592|02403487|Rock Mills CDP|CENSUS DESIGNATED PLACE|U1|S|Randolph County
AL|01|65784|02632283|Rockville CDP|CENSUS DESIGNATED PLACE|U1|S|Clarke County
AL|01|66216|02407235|Rogersville town|INCORPORATED PLACE|C1|A|Lauderdale County
AL|01|66408|02407242|Rosa town|INCORPORATED PLACE|C1|A|Blount County
AL|01|67056|02404657|Russellville city|INCORPORATED PLACE|C1|A|Franklin County
AL|01|67176|02407263|Rutledge town|INCORPORATED PLACE|C1|A|Crenshaw County
AL|01|67536|02407266|St. Florian town|INCORPORATED PLACE|C1|A|Lauderdale County
AL|01|67584|02628605|St. Stephens CDP|CENSUS DESIGNATED PLACE|U1|S|Washington County
AL|01|67608|02402815|Saks CDP|CENSUS DESIGNATED PLACE|U1|S|Calhoun County
AL|01|67800|02405412|Samson city|INCORPORATED PLACE|C1|A|Geneva County
AL|01|67920|02407282|Sand Rock town|INCORPORATED PLACE|C1|A|Cherokee County~~~DeKalb County
AL|01|68016|02407286|Sanford town|INCORPORATED PLACE|C1|A|Covington County
AL|01|68160|02405422|Saraland city|INCORPORATED PLACE|C1|A|Mobile County
AL|01|68280|02407291|Sardis City town|INCORPORATED PLACE|C1|A|Etowah County~~~Marshall County
AL|01|68352|02405427|Satsuma city|INCORPORATED PLACE|C1|A|Mobile County
AL|01|68736|02405433|Scottsboro city|INCORPORATED PLACE|C1|A|Jackson County
AL|01|69000|02407306|Section town|INCORPORATED PLACE|C1|A|Jackson County
AL|01|69120|02405441|Selma city|INCORPORATED PLACE|C1|A|Dallas County
AL|01|69180|02402837|Selmont-West Selmont CDP|CENSUS DESIGNATED PLACE|U2|S|Dallas County
AL|01|69240|02680031|Semmes city|INCORPORATED PLACE|C1|A|Mobile County
AL|01|69648|02405452|Sheffield city|INCORPORATED PLACE|C1|A|Colbert County
AL|01|69672|02582698|Shelby CDP|CENSUS DESIGNATED PLACE|U1|S|Shelby County
AL|01|69840|02407327|Shiloh town|INCORPORATED PLACE|C1|A|DeKalb County
AL|01|69978|02582699|Shoal Creek CDP|CENSUS DESIGNATED PLACE|U1|S|Shelby County
AL|01|70128|02407329|Shorter town|INCORPORATED PLACE|C1|A|Macon County
AL|01|70416|02407336|Silas town|INCORPORATED PLACE|C1|A|Choctaw County
AL|01|70536|02407342|Silverhill town|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|70632|02632284|Sims Chapel CDP|CENSUS DESIGNATED PLACE|U1|S|Washington County
AL|01|70704|02407346|Sipsey town|INCORPORATED PLACE|C1|A|Walker County
AL|01|70896|02407348|Skyline town|INCORPORATED PLACE|C1|A|Jackson County
AL|01|71040|02405471|Slocomb city|INCORPORATED PLACE|C1|A|Geneva County
AL|01|71190|02405476|Smiths Station city|INCORPORATED PLACE|C1|A|Lee County
AL|01|71201|02402861|Smoke Rise CDP|CENSUS DESIGNATED PLACE|U1|S|Blount County
AL|01|71280|02407358|Snead town|INCORPORATED PLACE|C1|A|Blount County
AL|01|71496|02407365|Somerville town|INCORPORATED PLACE|C1|A|Morgan County
AL|01|71832|02405499|Southside city|INCORPORATED PLACE|C1|A|Calhoun County~~~Etowah County
AL|01|71900|02407373|South Vinemont town|INCORPORATED PLACE|C1|A|Cullman County
AL|01|71976|02405500|Spanish Fort city|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|72408|02582700|Spring Garden CDP|CENSUS DESIGNATED PLACE|U1|S|Cherokee County
AL|01|72600|02405516|Springville city|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|72672|02628604|Spruce Pine CDP|CENSUS DESIGNATED PLACE|U1|S|Franklin County
AL|01|72720|02582701|Standing Rock CDP|CENSUS DESIGNATED PLACE|U1|S|Chambers County
AL|01|72816|02633317|Stapleton CDP|CENSUS DESIGNATED PLACE|U1|S|Baldwin County
AL|01|72888|02406664|Steele town|INCORPORATED PLACE|C1|A|St. Clair County
AL|01|73056|02582702|Sterrett CDP|CENSUS DESIGNATED PLACE|U1|S|Shelby County
AL|01|73080|02406667|Stevenson city|INCORPORATED PLACE|C1|A|Jackson County
AL|01|73152|02582703|Stewartville CDP|CENSUS DESIGNATED PLACE|U1|S|Coosa County
AL|01|73272|02633318|Stockton CDP|CENSUS DESIGNATED PLACE|U1|S|Baldwin County
AL|01|73728|02405539|Sulligent city|INCORPORATED PLACE|C1|A|Lamar County
AL|01|73848|02405542|Sumiton city|INCORPORATED PLACE|C1|A|Jefferson County~~~Walker County
AL|01|73872|02406681|Summerdale town|INCORPORATED PLACE|C1|A|Baldwin County
AL|01|74160|02406699|Susan Moore town|INCORPORATED PLACE|C1|A|Blount County
AL|01|74304|02406702|Sweet Water town|INCORPORATED PLACE|C1|A|Marengo County
AL|01|74352|02405558|Sylacauga city|INCORPORATED PLACE|C1|A|Talladega County
AL|01|74400|02406707|Sylvania town|INCORPORATED PLACE|C1|A|DeKalb County
AL|01|74424|02406706|Sylvan Springs town|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|74592|02405562|Talladega city|INCORPORATED PLACE|C1|A|Talladega County
AL|01|74616|02406710|Talladega Springs town|INCORPORATED PLACE|C1|A|Talladega County
AL|01|74688|02405565|Tallassee city|INCORPORATED PLACE|C1|A|Elmore County~~~Tallapoosa County
AL|01|74976|02405570|Tarrant city|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|75096|02406717|Taylor town|INCORPORATED PLACE|C1|A|Geneva County~~~Houston County
AL|01|75768|02402926|Theodore CDP|CENSUS DESIGNATED PLACE|U1|S|Mobile County
AL|01|75936|02406729|Thomaston town|INCORPORATED PLACE|C1|A|Marengo County
AL|01|75960|02405583|Thomasville city|INCORPORATED PLACE|C1|A|Clarke County
AL|01|76080|02406731|Thorsby town|INCORPORATED PLACE|C1|A|Chilton County
AL|01|76200|02628606|Tibbie CDP|CENSUS DESIGNATED PLACE|U1|S|Washington County
AL|01|76208|02582704|Tidmore Bend CDP|CENSUS DESIGNATED PLACE|U2|S|Etowah County
AL|01|76320|02402933|Tillmans Corner CDP|CENSUS DESIGNATED PLACE|U1|S|Mobile County
AL|01|76584|02406744|Town Creek town|INCORPORATED PLACE|C1|A|Lawrence County
AL|01|76632|02406745|Toxey town|INCORPORATED PLACE|C1|A|Choctaw County
AL|01|76680|02406747|Trafford town|INCORPORATED PLACE|C1|A|Blount County~~~Jefferson County
AL|01|76824|02406753|Triana town|INCORPORATED PLACE|C1|A|Madison County
AL|01|76872|02406755|Trinity town|INCORPORATED PLACE|C1|A|Lawrence County~~~Morgan County
AL|01|76920|02405606|Troy city|INCORPORATED PLACE|C1|A|Pike County
AL|01|76944|02405608|Trussville city|INCORPORATED PLACE|C1|A|Jefferson County~~~St. Clair County
AL|01|77256|02405614|Tuscaloosa city|INCORPORATED PLACE|C1|A|Tuscaloosa County
AL|01|77280|02405616|Tuscumbia city|INCORPORATED PLACE|C1|A|Colbert County
AL|01|77304|02405617|Tuskegee city|INCORPORATED PLACE|C1|A|Macon County
AL|01|77352|02424938|Twin town|INCORPORATED PLACE|C1|A|Marion County
AL|01|77580|02402943|Underwood-Petersville CDP|CENSUS DESIGNATED PLACE|U2|S|Lauderdale County
AL|01|77616|02406776|Union town|INCORPORATED PLACE|C1|A|Greene County
AL|01|77784|02406778|Union Grove town|INCORPORATED PLACE|C1|A|Marshall County
AL|01|77880|02405629|Union Springs city|INCORPORATED PLACE|C1|A|Bullock County
AL|01|77904|02406779|Uniontown town|INCORPORATED PLACE|C1|A|Perry County
AL|01|78120|02628607|Uriah CDP|CENSUS DESIGNATED PLACE|U1|S|Monroe County
AL|01|78204|02405634|Valley city|INCORPORATED PLACE|C1|A|Chambers County
AL|01|78232|02405635|Valley Grande city|INCORPORATED PLACE|C1|A|Dallas County
AL|01|78240|02406785|Valley Head town|INCORPORATED PLACE|C1|A|DeKalb County
AL|01|78264|02406787|Vance town|INCORPORATED PLACE|C1|A|Bibb County~~~Tuscaloosa County
AL|01|78312|02582705|Vandiver CDP|CENSUS DESIGNATED PLACE|U1|S|Shelby County
AL|01|78480|02405641|Vernon city|INCORPORATED PLACE|C1|A|Lamar County
AL|01|78552|02405646|Vestavia Hills city|INCORPORATED PLACE|C1|A|Jefferson County~~~Shelby County
AL|01|78984|02406801|Vina town|INCORPORATED PLACE|C1|A|Franklin County
AL|01|79008|02406802|Vincent town|INCORPORATED PLACE|C1|A|St. Clair County~~~Shelby County~~~Talladega County
AL|01|79032|02628608|Vinegar Bend CDP|CENSUS DESIGNATED PLACE|U1|S|Washington County
AL|01|79272|02406808|Vredenburgh town|INCORPORATED PLACE|C1|A|Monroe County
AL|01|79344|02406813|Wadley town|INCORPORATED PLACE|C1|A|Randolph County
AL|01|79488|02406819|Waldo town|INCORPORATED PLACE|C1|A|Talladega County
AL|01|79728|02406827|Walnut Grove town|INCORPORATED PLACE|C1|A|Etowah County
AL|01|79944|02405676|Warrior city|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|80064|02406837|Waterloo town|INCORPORATED PLACE|C1|A|Lauderdale County
AL|01|80256|02406842|Waverly town|INCORPORATED PLACE|C1|A|Chambers County~~~Lee County~~~Tallapoosa County
AL|01|80352|02405699|Weaver city|INCORPORATED PLACE|C1|A|Calhoun County
AL|01|80376|02406847|Webb town|INCORPORATED PLACE|C1|A|Houston County
AL|01|80496|02406851|Wedowee town|INCORPORATED PLACE|C1|A|Randolph County
AL|01|80736|02582706|Weogufka CDP|CENSUS DESIGNATED PLACE|U1|S|Coosa County
AL|01|80928|02406861|West Blocton town|INCORPORATED PLACE|C1|A|Bibb County
AL|01|81084|02403002|West End-Cobb Town CDP|CENSUS DESIGNATED PLACE|U2|S|Calhoun County
AL|01|81336|02406862|West Jefferson town|INCORPORATED PLACE|C1|A|Jefferson County
AL|01|81504|02406871|Westover town|INCORPORATED PLACE|C1|A|Shelby County
AL|01|81528|02406865|West Point town|INCORPORATED PLACE|C1|A|Cullman County
AL|01|81720|02405723|Wetumpka city|INCORPORATED PLACE|C1|A|Elmore County
AL|01|81744|02628609|Whatley CDP|CENSUS DESIGNATED PLACE|U1|S|Clarke County
AL|01|81912|02406877|White Hall town|INCORPORATED PLACE|C1|A|Lowndes County
AL|01|82104|02582707|White Plains CDP|CENSUS DESIGNATED PLACE|U1|S|Calhoun County
